date,crop,tmax_c,tmin_c,tmean_c,precip_mm,solar_mj,rh_pct,ws_ms,gdd_daily,gdd_cumulative,mean_ndvi,sensor,field_id,year
2024-09-18,Corn,28.119995,18.609985,22.869995,5.2199707,8.09827,68.66998,5.830017,13.36,1541.79,,,osm-1360386537,2024
2024-09-19,Corn,29.619995,17.799988,22.950012,4.080017,12.347422,72.900024,4.6900024,13.71,1555.5,,,osm-1360386537,2024
2024-09-20,Corn,29.950012,14.590027,22.140015,0.0,18.857666,59.099976,3.3099976,12.27,1567.77,0.3134,sentinel,osm-1360386537,2024
2024-09-21,Corn,29.880005,16.140015,22.039978,0.020019531,17.507233,55.369995,5.700012,13.01,1580.78,,,osm-1360386537,2024
2024-09-22,Corn,20.919983,10.390015,15.23999,0.0,15.651362,57.77002,4.960022,5.65,1586.43,,,osm-1360386537,2024
2024-09-23,Corn,21.27002,7.340027,14.210022,0.0,19.193762,59.580017,3.0599976,5.64,1592.07,,,osm-1360386537,2024
2024-09-24,Corn,23.159973,10.909973,16.570007,0.72998047,15.408579,63.26001,2.3200073,7.03,1599.1,,,osm-1360386537,2024
2024-09-25,Corn,25.700012,10.98999,18.159973,0.0,18.595871,59.059998,2.25,8.35,1607.45,,,osm-1360386537,2024
2024-09-26,Corn,27.109985,12.049988,18.909973,0.0,17.742239,57.059998,3.4500122,9.58,1617.03,,,osm-1360386537,2024
2024-09-27,Corn,27.880005,13.030029,19.52002,0.0,18.009216,57.130005,2.4400024,10.46,1627.48,,,osm-1360386537,2024
2024-09-28,Corn,29.179993,12.460022,20.03003,0.0,17.827778,60.169983,3.3099976,10.82,1638.3,,,osm-1360386537,2024
2024-09-29,Corn,29.059998,13.450012,20.26001,0.0,17.37072,61.5,2.8900146,11.26,1649.56,,,osm-1360386537,2024
2024-09-30,Corn,29.640015,12.97998,19.71997,0.0,16.504995,55.859985,6.8099976,11.31,1660.87,0.4003,landsat,osm-1360386537,2024
2024-10-01,Corn,19.299988,7.169983,13.119995,0.0,16.771103,43.619995,4.3900146,4.65,1665.52,,,osm-1360386537,2024
2024-10-02,Corn,25.549988,8.700012,16.090027,0.0,17.001795,39.580017,6.799988,7.77,1673.29,,,osm-1360386537,2024
2024-10-03,Corn,22.669983,10.080017,15.049988,0.0,14.333762,58.419983,5.2700195,6.38,1679.67,,,osm-1360386537,2024
2024-10-04,Corn,22.130005,6.5200195,13.859985,0.0,16.931807,52.27002,4.23999,6.07,1685.73,,,osm-1360386537,2024
2024-10-05,Corn,28.940002,10.679993,17.340027,0.0,14.6819515,61.409973,6.7299805,9.81,1695.54,,,osm-1360386537,2024
2024-10-06,Corn,18.5,6.8599854,12.349976,0.0,17.30333,45.25,6.080017,4.25,1699.79,,,osm-1360386537,2024
2024-10-07,Corn,19.869995,5.3900146,12.570007,0.0,16.264801,45.46997,2.0200195,4.93,1704.73,,,osm-1360386537,2024
2024-10-08,Corn,25.369995,7.380005,15.340027,0.0,15.213314,44.96997,2.6599731,7.68,1712.41,0.3001,landsat,osm-1360386537,2024
2024-10-09,Corn,25.96997,8.409973,15.73999,0.0,14.811552,55.669983,2.5900269,7.98,1720.4,,,osm-1360386537,2024
2024-10-10,Corn,27.700012,8.780029,17.409973,0.0,14.8841305,54.51001,4.2800293,8.85,1729.25,0.1592,sentinel,osm-1360386537,2024
2024-10-11,Corn,24.01001,12.25,17.01001,0.0,11.980222,52.929993,4.789978,8.13,1737.38,,,osm-1360386537,2024
2024-10-12,Corn,18.72998,8.0,12.859985,0.010009766,7.7448974,68.869995,3.0999756,4.36,1741.74,,,osm-1360386537,2024
2024-10-13,Corn,13.940002,6.119995,9.47998,0.0,13.973471,58.789978,8.200012,1.97,1743.71,,,osm-1360386537,2024
2024-10-14,Corn,11.440002,1.539978,6.0700073,0.010009766,7.1478705,63.609985,3.0999756,0.72,1744.43,,,osm-1360386537,2024
2024-10-15,Corn,12.48999,0.5999756,5.7700195,0.0,15.507071,63.340027,3.380005,1.24,1745.68,,,osm-1360386537,2024
2024-10-16,Corn,15.940002,-0.6199951,7.380005,0.0,15.751584,46.52002,5.419983,2.97,1748.65,,,osm-1360386537,2024
2024-10-17,Corn,21.640015,4.630005,12.140015,0.0,14.696638,37.400024,9.75,5.82,1754.47,,,osm-1360386537,2024
2024-10-18,Corn,23.53003,7.700012,15.090027,0.10998535,13.760065,43.559998,7.6500244,6.77,1761.23,,,osm-1360386537,2024
2024-10-19,Corn,23.890015,10.940002,16.75,0.0,8.582978,54.450012,4.8900146,7.42,1768.65,,,osm-1360386537,2024
2024-10-20,Corn,27.78003,13.419983,19.51001,0.0,13.06973,59.390015,6.330017,10.6,1779.25,,,osm-1360386537,2024
2024-10-21,Corn,26.119995,13.820007,18.75,0.0,10.115714,42.429993,5.669983,9.97,1789.22,,,osm-1360386537,2024
2024-10-22,Corn,23.679993,11.73999,17.23999,0.010009766,12.473568,52.72998,5.5,7.71,1796.93,,,osm-1360386537,2024
2024-10-23,Corn,15.659973,5.4699707,10.01001,0.0,14.342401,50.450012,4.26001,2.83,1799.76,,,osm-1360386537,2024
2024-10-24,Corn,17.309998,5.130005,10.710022,1.3300171,7.382016,52.390015,5.090027,3.65,1803.41,,,osm-1360386537,2024
2024-10-25,Corn,15.01001,3.7600098,8.75,0.0,13.124163,66.33002,4.75,2.51,1805.92,,,osm-1360386537,2024
2024-10-26,Corn,16.409973,2.9099731,8.700012,0.0,11.895552,45.669983,3.539978,3.2,1809.12,,,osm-1360386537,2024
2024-10-27,Corn,19.909973,4.25,11.140015,0.0,12.116735,43.02002,6.7299805,4.95,1814.08,,,osm-1360386537,2024
2024-10-28,Corn,23.159973,10.549988,16.190002,0.0,10.342946,72.02002,6.9699707,6.85,1820.93,,,osm-1360386537,2024
2024-10-29,Corn,26.090027,12.380005,19.890015,0.0,9.856514,70.5,6.159973,9.24,1830.17,,,osm-1360386537,2024
2024-10-30,Corn,22.76001,7.840027,13.719971,14.539978,3.4119353,77.15997,6.4299927,6.38,1836.55,,,osm-1360386537,2024
2024-10-31,Corn,7.75,-0.9699707,3.380005,8.330017,5.932222,77.57001,7.630005,0.0,1836.55,,,osm-1360386537,2024
2024-11-01,Corn,12.789978,-1.1699829,4.5300293,0.0,9.065951,64.28998,3.5999756,1.39,1837.94,,,osm-1360386537,2024
2024-11-02,Corn,16.349976,1.9699707,8.169983,1.2600098,8.409314,70.94,4.840027,3.17,1841.12,,,osm-1360386537,2024
2024-11-03,Corn,12.450012,6.909973,9.349976,3.7600098,2.4684486,92.75,5.5599976,1.23,1842.34,,,osm-1360386537,2024
2024-11-04,Corn,14.73999,6.710022,11.349976,11.030029,3.805919,84.21002,4.4400024,2.37,1844.71,,,osm-1360386537,2024
2024-11-05,Corn,8.390015,1.539978,5.1799927,9.539978,3.5717783,90.20001,4.8599854,0.0,1844.71,,,osm-1360386537,2024
2024-11-06,Corn,11.830017,1.2399902,5.5599976,0.08001709,8.331552,77.03003,1.5999756,0.92,1845.63,,,osm-1360386537,2024
2024-11-07,Corn,12.640015,0.099975586,5.3599854,0.0,10.609055,74.94,3.9400024,1.32,1846.95,,,osm-1360386537,2024
2024-11-08,Corn,13.549988,1.4199829,6.5599976,0.0,10.265184,74.130005,3.3099976,1.77,1848.72,,,osm-1360386537,2024
2024-11-09,Corn,11.820007,5.1500244,8.030029,1.8400269,3.1821136,80.95001,6.1799927,0.91,1849.63,,,osm-1360386537,2024
2024-11-10,Corn,13.72998,6.6500244,9.200012,3.119995,5.7386866,85.44,4.5999756,1.86,1851.5,,,osm-1360386537,2024
2024-11-11,Corn,8.630005,-0.34002686,3.869995,0.020019531,10.73693,73.119995,5.830017,0.0,1851.5,,,osm-1360386537,2024
2024-11-12,Corn,10.27002,-1.8699951,3.4299927,0.0,10.429346,73.52002,6.9000244,0.14,1851.63,,,osm-1360386537,2024
2024-11-13,Corn,7.159973,1.8900146,4.2299805,9.049988,1.939681,92.869995,4.919983,0.0,1851.63,,,osm-1360386537,2024
2024-11-14,Corn,9.380005,1.0,5.1400146,0.039978027,3.7091515,86.90997,3.4000244,0.0,1851.63,,,osm-1360386537,2024
2024-11-15,Corn,14.690002,-1.210022,5.5999756,0.0,8.836995,80.44,4.299988,2.35,1853.98,,,osm-1360386537,2024
2024-11-16,Corn,15.719971,4.549988,9.539978,0.0,8.5596485,77.619995,9.169983,2.86,1856.84,,,osm-1360386537,2024
2024-11-17,Corn,13.630005,1.0999756,6.460022,0.0,9.724319,70.53003,4.200012,1.82,1858.65,,,osm-1360386537,2024
2024-11-18,Corn,14.710022,0.9699707,7.1400146,30.77002,3.0386865,94.28998,6.0,2.36,1861.01,,,osm-1360386537,2024
2024-11-19,Corn,12.51001,1.7399902,7.6400146,0.72998047,3.6668162,77.08002,8.900024,1.26,1862.26,,,osm-1360386537,2024
2024-11-20,Corn,1.0,-3.8200073,-1.0200195,0.5800171,3.1233623,68.71002,9.909973,0.0,1862.26,,,osm-1360386537,2024
2024-11-21,Corn,3.1400146,-4.0,-1.6799927,0.010009766,8.119005,76.27002,8.940002,0.0,1862.26,,,osm-1360386537,2024
2024-11-22,Corn,4.01001,-4.380005,-0.9000244,0.0,7.9876814,79.28003,3.1900024,0.0,1862.26,,,osm-1360386537,2024
2024-11-23,Corn,6.830017,-1.6699829,2.1099854,0.0,6.950881,78.099976,2.869995,0.0,1862.26,,,osm-1360386537,2024
2024-11-24,Corn,6.380005,0.6300049,3.169983,0.020019531,3.0697947,85.22998,4.51001,0.0,1862.26,,,osm-1360386537,2024
2024-11-25,Corn,2.0900269,-6.0,-2.4400024,0.039978027,9.001152,68.73999,7.450012,0.0,1862.26,,,osm-1360386537,2024
2024-11-26,Corn,2.2700195,-6.0599976,-3.080017,0.0,8.322914,74.150024,2.0599976,0.0,1862.26,,,osm-1360386537,2024
2024-11-27,Corn,-1.039978,-4.6799927,-3.4899902,0.010009766,5.820768,76.31,5.5,0.0,1862.26,,,osm-1360386537,2024
2024-11-28,Corn,-3.7999878,-11.219971,-6.4400024,0.010009766,2.898719,72.28003,6.869995,0.0,1862.26,,,osm-1360386537,2024
2024-11-29,Corn,-6.419983,-13.039978,-10.590027,0.0,9.315649,64.21002,6.039978,0.0,1862.26,0.094,sentinel,osm-1360386537,2024
2024-11-30,Corn,-6.4699707,-13.640015,-10.450012,0.0,8.125919,64.03998,4.7700195,0.0,1862.26,,,osm-1360386537,2024
